label,class_name,C3_mean,C3_std,C3_power,C3_max,C3_alpha,C3_beta,C3_gamma,C4_mean,C4_std,C4_power,C4_max,C4_alpha,C4_beta,C4_gamma,Cz_mean,Cz_std,Cz_power,Cz_max,Cz_alpha,Cz_beta,Cz_gamma,EMG_L_mean,EMG_L_std,EMG_L_power,EMG_L_max,EMG_L_alpha,EMG_L_beta,EMG_L_gamma,EMG_R_mean,EMG_R_std,EMG_R_power,EMG_R_max,EMG_R_alpha,EMG_R_beta,EMG_R_gamma
0,Left Hand,0.0003950573849230525,0.5453746887728013,0.2974337072243671,2.2093120756687434,11.944485016253743,6.14952374605775,7.746486750817077,0.0032193146018371826,1.1280560571846243,1.2725208321374257,2.168768271208647,36.572518062212275,6.397750293646312,5.967566539709452,-0.022421290157994864,0.7636110470624009,0.5836045454480854,1.807621686212512,22.77676958319407,7.516555381786564,6.4197267994783305,0.04604614096366061,1.4432774017928172,2.08516990562347,2.5352029199891475,3.6924078068578106,3.763192203275638,4.728362646481671,0.024245624974967687,0.3073968232374869,0.09508065726692555,0.8688766134581067,4.5697143110962175,3.9606155576703506,3.8065719781556995
0,Left Hand,0.04550843633614757,0.5578087411978216,0.31322160953445954,1.5755492844585044,14.06689910603909,8.205410316105022,6.560793642550813,0.019376566325116144,1.1284050974399862,1.2736735152510965,2.269172864065866,37.88511166318876,5.663028157587515,5.491626282206707,-0.007001564158408965,0.7493082360734582,0.5615118545481816,1.9054807526302342,24.350041877180043,7.451238503757163,7.662667090884676,-0.007147755649020339,1.4087598984425247,1.9846555418706107,2.48990940230847,3.495707490001104,3.719752378548916,4.3354835096194675,0.012309902585831294,0.2971493078769732,0.08844924487343686,0.9329755668016082,4.042672642182033,3.6021167827729506,4.76502496856134
0,Left Hand,0.02389114470788388,0.4982379175995538,0.24881180932939287,1.4374626342241632,9.154681944277414,7.103299196400784,6.007269809043863,-0.027857084239898258,1.1274229032383836,1.2718584198888148,2.4371558296869087,39.16821008870773,5.690230358239981,6.572291606526882,0.006014114930283237,0.7990288053527913,0.6384832013619034,2.2500814506968485,24.559982970228106,6.091476659710598,7.528098540468245,0.009300376075568889,1.4621117081762531,2.1378571441812277,2.6409851729320484,3.971448867729647,4.360202046343652,4.75830390503,-0.01786547828100079,0.2873605719981351,0.08289527365330429,0.9729278908784199,5.351734855199333,3.9727737731871064,3.892274256728502
0,Left Hand,-0.01877611300745829,0.5614519083824384,0.3155807878459509,1.6094359153302427,12.64564773279465,6.490255994071944,9.185703586991597,-0.045999721282540734,1.1545139770560187,1.3350184975757768,2.385288479921,39.5887593586422,5.342567876710162,4.748066237476862,-0.0034260236898730157,0.7429529780458514,0.551990865225523,1.8987618236433224,21.90017337883172,8.091351177506064,6.5402006503130234,-0.019618863368176552,1.4365592340191682,2.064087332645598,2.5656863737663187,4.314776736206094,4.413626048234702,4.76406960628937,0.015189211296820618,0.30348063805168823,0.09233120981207926,0.9338730603131522,3.0804517728812564,4.3940855427406795,4.74398344913978
0,Left Hand,-0.01846043541136337,0.5191541482625042,0.26986181733374326,1.6097570182146914,12.292404494514173,5.923297332098102,7.366076608164041,-0.015149141944656467,1.1514583711070565,1.3260858768941755,2.4939614636162646,39.02865826011093,6.261092485698183,6.426468960602485,-0.07182316867884503,0.7588364830116079,0.5809913755084961,2.1350415962836347,22.14780575440402,6.747346690710267,6.781677617068285,0.018824825484845494,1.4607510088923077,2.1341478840344297,2.652072529987949,5.37052651949314,3.301316427706249,4.9767439678496155,-0.004990710341202447,0.3008234565451695,0.09051965919749327,0.8339890872670668,4.806619148953082,3.9585429655375353,4.043507010452052
0,Left Hand,-0.03897346455356088,0.5574609640169954,0.3122816573420656,1.5670476004730116,13.21518435362516,5.90371595464412,7.1958733465588995,-0.03536150737132696,1.1721537299878166,1.3751948029279237,2.876894551667594,40.577793166504826,7.278629597552541,4.637311419149175,0.007069460347519239,0.7727666659721153,0.597218297307264,2.40382393440145,23.671560005988084,7.523980654765456,7.265866637367974,0.01881327069728406,1.4149466358452951,2.002427921444248,2.809925968718229,5.459400467332563,3.681228959107095,4.693760303284038,-0.03653824539383691,0.3240046912932338,0.10631408335648397,1.1065095874285331,2.879999286532612,3.9537678311129056,4.656261804249272
0,Left Hand,0.04581998286430473,0.5293606695113396,0.28232218925517893,1.6381121525088296,13.240135101712857,6.657533529901157,6.380983564564524,0.0031760985144733515,1.1626361690054514,1.3517329490814465,2.5482689212207874,39.758158185583326,6.960666953557993,6.146047588138505,0.024680727270196295,0.7698073854573895,0.5932125490033276,1.8867623040234287,21.40711152514621,7.675418171194232,8.819755428529737,0.017185602362681247,1.4678817445091434,2.1549721607917744,2.767260905295233,4.339089979513855,4.48022147180837,4.9148863020506965,-0.008243766029393699,0.2725824671865154,0.07436916109583512,0.9473313849132894,4.40670894875237,4.027825948286658,4.506642543070554
0,Left Hand,0.03582605652025319,0.5117963925354894,0.26321905373813315,1.247520500864371,11.8836334196136,6.664244102104784,7.825391322636542,-0.017809245695552055,1.089637128442834,1.187626240913389,2.451380385344045,37.25593731986063,4.751322446461614,5.392815526962563,-0.0006088351090145988,0.7844888210030946,0.6154230809590154,2.1725131772026343,23.64686388533929,6.956573927308615,6.995678432478761,-0.0054545935610406035,1.4465569746884412,2.092556833610692,2.524111362778628,3.4979609003287586,4.839225670866591,5.559021062305379,-0.018736463530807712,0.3004108464873558,0.09059773175289092,0.8742327647305085,3.6013939660088297,3.5933614165735883,4.638921163656268
0,Left Hand,0.019902121855141935,0.5214365295255842,0.2722921487780223,1.4476893971696971,12.510333957734375,6.927590765659,5.751960787001949,-0.0365148940914871,1.1109701955412077,1.235588112871382,2.419587301530652,36.48630992205081,5.279031625856225,6.3088423669765605,-0.026787554362400805,0.733153846791831,0.5382321361343783,2.2636779111791707,24.540213305389788,7.831584888716498,6.7479406608919685,-0.00402882492018223,1.4461784555338004,2.091448356680366,2.7380963681915578,4.499580343237496,4.084624281594148,4.46336544948037,-0.0041576365397718185,0.294696346558883,0.08686322261675011,1.0133304723868086,3.6284492383692815,4.570320291183637,4.648813898943323
0,Left Hand,0.03249209113955684,0.5828436205341241,0.34076242198394735,1.7519255217768843,13.137138927030392,7.855655722837235,6.957094986571108,-0.029497003834827805,1.1394660196840272,1.299252883249792,2.3997800912945513,40.557003492012626,6.08929503027154,6.720104664067331,0.03902397856482037,0.7389182751701984,0.5475230882835285,1.822581053024411,23.635035794720824,7.0513178642733685,7.003021585637057,-0.010203408540800419,1.4082198140762678,1.9831871543028488,2.6521413346019385,3.861134738932679,4.434192235654692,5.064359455466864,0.013613398921113028,0.3046988383903472,0.0930267067466123,0.9852354603863651,4.722477516386612,4.1044068326791905,3.329984064403038
0,Left Hand,-0.013569162001838402,0.5374584460628572,0.28904570340173336,1.5576954124767841,10.702360824434747,6.910096435119105,7.641340092991331,0.04213235581704302,1.1633575676216263,1.3551759655492006,2.5540996856818903,40.94007984046308,6.413038890225806,4.67289802770341,0.010184602750881691,0.78024617539863,0.6088878203573826,2.3703122814384177,25.73405428545151,8.41459968393905,6.382159673509461,0.009077671948174016,1.4351275708188773,2.05967354865249,2.585267261088999,4.401703940990085,4.242694836375591,4.748756771763093,0.016787207802756294,0.3062594243478769,0.09407664534770584,0.9857171141045525,5.888538831500816,4.662652590804626,4.866971433113169
0,Left Hand,0.011701390726385333,0.5571754481659709,0.310581402583882,1.584828214099091,12.740248275020882,6.933834182241684,7.3536324422546215,-0.010774811049521205,1.1376533723732427,1.2943712922253647,2.3083647693961726,39.78196089575768,4.901782697992385,5.427281451798963,0.02985781056803995,0.8033865400791781,0.6463214216323098,2.18617696863398,24.068955465844457,8.18444353219035,7.250618504326383,0.007318920525234018,1.4544758981635666,2.115553704936368,2.6544468236144225,4.864623115462558,3.9564559416408787,4.675378941338884,-0.009201069666012291,0.307833425976335,0.09484607783132652,1.0905600682620307,5.471200055645077,4.7100019815510485,4.39049937913002
0,Left Hand,-0.0023855636962946437,0.5575322673267192,0.31084792002462136,1.9526702291372044,10.604200376439229,7.277308604780021,7.29034136237648,0.006547408647506813,1.119776229737434,1.2539416732449802,2.4047777441843907,37.26502897061229,6.5668385633652555,6.2556595535549775,0.04580575508094206,0.6969836872738593,0.48788442752440014,1.7080030723647437,21.8991267263464,7.002890487935914,6.572507167813747,-0.018336174894288244,1.4470288257139925,2.09422863775697,2.75876615348506,4.156000481762663,4.62623462874496,5.328858867953053,0.016112313476718113,0.3141073048257923,0.09892300559049524,0.8801311941688431,3.78898415982171,5.3423094403992994,4.556272311901399
0,Left Hand,0.015225376048549007,0.5212730193030874,0.27195737272917675,1.3819381696842525,11.957763678274437,5.810589067082696,6.299411439299025,0.011718099036528862,1.1485061282319375,1.3192036404313452,2.427303670018117,39.47226450134372,4.5794840069933915,5.102488328175139,0.055318773193227505,0.7807932124803154,0.6126982073229348,2.11583506008181,23.105906608926464,6.599177461560135,7.105419859823567,0.013317157600297967,1.4371227580197672,2.0654991683048936,2.673110849261255,5.977383283927892,3.503601325273974,4.281576616914135,-0.016736476053673177,0.3000984365728108,0.09033918126414056,0.8985800672398848,3.009066940995583,4.441700496545064,3.9333002282980685
0,Left Hand,0.02547095308625357,0.5359732496443452,0.28791609378544175,1.7882075884981414,11.921626240548266,8.334775602225447,6.1929692853867815,0.013362180530705418,1.1909088922180615,1.4184425374325857,2.4979174223643166,39.04553635762778,4.5988368441761125,5.302559415430182,-0.004320708044332801,0.7486895332664119,0.560554685740682,2.267864916751832,23.777219251501332,6.631654003707782,5.690453373212712,-0.0181318122676217,1.4466346836123507,2.093080670446314,2.7787337578025464,5.447621431695761,3.29454546423464,5.178242543414326,0.009237459602823959,0.2992283857693848,0.08962295751006558,0.8120063822926503,3.735182428950838,4.438875674791051,4.353294056286448
0,Left Hand,0.020576346477850654,0.527327994942618,0.2784982002845783,1.532821381644692,11.829853172471397,7.071721896296889,6.999287612834054,0.005070625646511402,1.1269852294966096,1.270121418747973,2.4711662198736626,40.97458656018261,6.678812501329929,6.7018707803571305,0.011103110131339564,0.7555986164095189,0.5710525481745679,2.234603482059237,22.207081037929374,6.649077857631211,8.338202697269745,-0.0008406021134168083,1.4560004104591953,2.1199379018692586,2.8711762234533724,4.4187145734896305,5.164859194185002,4.910734777913128,-0.031591050893373246,0.30692881565574837,0.09520329237638805,0.9597793935636534,5.676417959909329,4.556821098873608,4.6761761676390385
0,Left Hand,0.005194005963384686,0.5307516556655897,0.2817242976897124,1.3355279501793924,9.409294855182155,6.926769556844835,7.998152186708989,-0.016347621215001818,1.1500026932579974,1.322773439220037,2.5674424888715652,37.23592095883455,6.4510699336485775,6.608713536879317,0.02151239232868881,0.7588809070559444,0.5763630141177564,1.816000703919637,20.89937348690512,5.108424663133137,7.893685810146518,0.002774150488186442,1.4376776778363556,2.066924801259867,2.8875373695001403,5.130360434529201,4.45876620666461,5.184168016853955,0.01909787135251694,0.29928705745896494,0.08993747145264307,1.0834050188447009,4.972895912187363,4.395132016400797,3.856453712445469
0,Left Hand,0.022578231820764124,0.4679332363674467,0.21947129024946493,1.3743183869758644,10.993580858462904,7.022143987265437,7.379010531797292,-0.05507801106444013,1.1298521621030677,1.2795994955117913,2.329797073047132,38.90369247888897,5.337794040691819,6.51481330530224,-0.05931629059808265,0.7440574460364838,0.5571399053326513,2.2666662534520783,23.432003113935494,7.390678065406255,5.809448221355412,-0.007710539543301664,1.4638267157124873,2.1428481060536555,2.6410870852012875,4.377988097918263,3.887362744620744,4.941177274798027,0.012296504049177866,0.3037156263457782,0.09239438569843979,0.8019010931652198,3.66030712121834,4.529142012175784,4.523307457594101
